ville,pays,region,geonameid
Tucupita,Venezuela,Delta Amacuro,3625929
Georgetown,Guyana,Demerara-Mahaica,3378644
Odienné,Ivory Coast,Denguélé,2283016
Sarayköy,Turkey,Denizli,301827
Serinhisar,Turkey,Denizli,307211
Denizli,Turkey,Denizli,317109
Merkezefendi,Turkey,Denizli,11238838
Tame,Colombia,Departamento de Arauca,3667478
Arauca,Colombia,Departamento de Arauca,3689718
Tungi,Bangladesh,Dhaka,1185098
Dohār,Bangladesh,Dhaka,1185100
Narsingdi,Bangladesh,Dhaka,1185117
Nārāyanganj,Bangladesh,Dhaka,1185155
Nāgarpur,Bangladesh,Dhaka,1185159
Mirzāpur,Bangladesh,Dhaka,1185165
Dhaka,Bangladesh,Dhaka,1185241
Bhairab Bāzār,Bangladesh,Dhaka,1185263
Bājitpur,Bangladesh,Dhaka,1185276
Tungipāra,Bangladesh,Dhaka,1185920
Sonārgaon,Bangladesh,Dhaka,1187530
Sakhipur,Bangladesh,Dhaka,1189056
Pālang,Bangladesh,Dhaka,1191368
Farīdpur,Bangladesh,Dhaka,1203344
Char Bhadrāsan,Bangladesh,Dhaka,1207047
Tāngāil,Bangladesh,Dhaka,1336144
Madaripur,Bangladesh,Dhaka,1337245
Kishorganj,Bangladesh,Dhaka,1337249
Azimpur,Bangladesh,Dhaka,7701354
Paltan,Bangladesh,Dhaka,9827976
Joymontop,Bangladesh,Dhaka,11609988
Dhamār,Yemen,Dhamār,76184
Ash Shaţrah,Iraq,Dhi Qar,98622
Nasiriyah,Iraq,Dhi Qar,98854
Nāḩiyat al Fuhūd,Iraq,Dhi Qar,99439
Şalālah,Oman,Dhofar,286621
Antsohimbondrona,Madagascar,Diana,1068955
Antsiranana,Madagascar,Diana,1069129
Hell-Ville,Madagascar,Diana,1076105
Ambilobe,Madagascar,Diana,1082243
Ambarakaraka,Madagascar,Diana,1083676
Ambanja,Madagascar,Diana,1083724
Burrel,Albania,Dibër County,783493
Nguigmi,Niger,Diffa,2440495
Diffa,Niger,Diffa,2445704
Damascus,Syria,Dimashq,170654
Touba,Senegal,Diourbel,2244322
Tiébo,Senegal,Diourbel,2244616
Mbaké,Senegal,Diourbel,2248698
Dire Dawa,Ethiopia,Dire Dawa,338832
Caracas,Venezuela,Distrito Federal,3646738
Silvan,Turkey,Diyarbakır Province,300796
Lice,Turkey,Diyarbakır Province,305089
Kulp,Turkey,Diyarbakır Province,305750
Ergani,Turkey,Diyarbakır Province,315468
Diyarbakır,Turkey,Diyarbakır Province,316541
Çermik,Turkey,Diyarbakır Province,318766
Bismil,Turkey,Diyarbakır Province,321031
Mandalī,Iraq,Diyālá,93709
Kifrī,Iraq,Diyālá,94298
Baqubah,Iraq,Diyālá,97990
Al Miqdādīyah,Iraq,Diyālá,99062
Khāliş,Iraq,Diyālá,99169
Messaad,Algeria,Djelfa,2487772
El Idrissia,Algeria,Djelfa,2498000
Djelfa,Algeria,Djelfa,2500017
Dar Chioukh,Algeria,Djelfa,2500904
Charef,Algeria,Djelfa,2501767
Birine,Algeria,Djelfa,2503852
Aïn Oussera,Algeria,Djelfa,2507972
’Aïn el Bell,Algeria,Djelfa,2508184
Djibouti,Djibouti,Djibouti,223817
Zhovti Vody,Ukraine,Dnipropetrovsk,687196
Vilnohirsk,Ukraine,Dnipropetrovsk,689200
Verkhnodniprovsk,Ukraine,Dnipropetrovsk,689916
Ternivka,Ukraine,Dnipropetrovsk,691628
Synelnykove,Ukraine,Dnipropetrovsk,693796
Pyatykhatky,Ukraine,Dnipropetrovsk,695965
Pidhorodne,Ukraine,Dnipropetrovsk,696943
Pershotravensk,Ukraine,Dnipropetrovsk,697616
Pavlohrad,Ukraine,Dnipropetrovsk,697889
Pokrov,Ukraine,Dnipropetrovsk,698436
Novomoskovsk,Ukraine,Dnipropetrovsk,699445
Nikopol,Ukraine,Dnipropetrovsk,700051
Marhanets,Ukraine,Dnipropetrovsk,701855
Kryvyy Rih,Ukraine,Dnipropetrovsk,703845
Dnipro,Ukraine,Dnipropetrovsk,709930
Kamyanske,Ukraine,Dnipropetrovsk,709932
Apostolove,Ukraine,Dnipropetrovsk,713245
Dobrich,Bulgaria,Dobrich,726418
Mpwapwa,Tanzania,Dodoma,153094
Kondoa,Tanzania,Dodoma,156510
Kibakwe,Tanzania,Dodoma,158024
Dodoma,Tanzania,Dodoma,160196
Filiaşi,Romania,Dolj,678261
Craiova,Romania,Dolj,680332
Calafat,Romania,Dolj,683034
Băileşti,Romania,Dolj,685785
Druzhkivka,Ukraine,Donetsk,616743
Zuhres,Ukraine,Donetsk,686818
Yenakiieve,Ukraine,Donetsk,688148
Yasynuvata,Ukraine,Donetsk,688373
Volnovakha,Ukraine,Donetsk,689198
Chystyakove,Ukraine,Donetsk,691374
Snizhne,Ukraine,Donetsk,693381
Sloviansk,Ukraine,Donetsk,693468
Shakhtarsk,Ukraine,Donetsk,694382
Selydove,Ukraine,Donetsk,694677
Kurakhove,Ukraine,Donetsk,695357
Mariupol,Ukraine,Donetsk,701822
Makiivka,Ukraine,Donetsk,702320
Kurakhovo,Ukraine,Donetsk,703646
Lyman,Ukraine,Donetsk,704204
Pokrovsk,Ukraine,Donetsk,704422
Kramatorsk,Ukraine,Donetsk,704508
Kostiantynivka,Ukraine,Donetsk,705104
Khrestivka,Ukraine,Donetsk,705797
Khartsyzk,Ukraine,Donetsk,706466
Ilovays’k,Ukraine,Donetsk,707679
Horlivka,Ukraine,Donetsk,707753
Toretsk,Ukraine,Donetsk,709354
Donetsk,Ukraine,Donetsk,709717
Dokuchaievsk,Ukraine,Donetsk,709835
Dobropillia,Ukraine,Donetsk,709900
Myrnohrad,Ukraine,Donetsk,710035
Debaltseve,Ukraine,Donetsk,710229
Avdiivka,Ukraine,Donetsk,713122
Bakhmut,Ukraine,Donetsk,713174
Amvrosiivka,Ukraine,Donetsk,713504
Djougou,Benin,Donga,2394560
Bassila,Benin,Donga,2395261
Gaya,Niger,Dosso,2444489
Dosso,Niger,Dosso,2445488
Dogondoutchi,Niger,Dosso,2445553
Douglas,Isle of Man,Douglas,3042237
Meppel,Netherlands,Drenthe,2750947
Hoogeveen,Netherlands,Drenthe,2753719
Emmen,Netherlands,Drenthe,2756136
Assen,Netherlands,Drenthe,2759633
Drochia,Moldova,Drochia,618370
Zagora,Morocco,Drâa-Tafilalet,2526452
Tinghir,Morocco,Drâa-Tafilalet,2527915
Reçani,Morocco,Drâa-Tafilalet,2538027
Ouarzazat,Morocco,Drâa-Tafilalet,2540850
Arfoud,Morocco,Drâa-Tafilalet,2549356
Errachidia,Morocco,Drâa-Tafilalet,7280528
San Francisco de Macorís,Dominican Republic,Duarte,3493146
Dubai,United Arab Emirates,Dubai,292223
Dubrovnik,Croatia,Dubrovnik-Neretva,3201047
Zaxo,Iraq,Duhok,89570
Sīnah,Iraq,Duhok,90708
Dihok,Iraq,Duhok,96994
Batifa,Iraq,Duhok,97825
Santiago Papasquiaro,Mexico,Durango,3983631
Ciudad Guadalupe Victoria,Mexico,Durango,4005380
Gómez Palacio,Mexico,Durango,4005775
Vicente Guerrero,Mexico,Durango,4005857
El Salto,Mexico,Durango,4007673
Pueblo Nuevo,Mexico,Durango,4007676
Victoria de Durango,Mexico,Durango,4011743
Ciudad Lerdo,Mexico,Durango,4013706
Durazno,Uruguay,Durazno Department,3442727
Krujë,Albania,Durrës County,3185082
Durrës,Albania,Durrës County,3185728
Dushanbe,Tajikistan,Dushanbe,1221874
Boshkengash,Tajikistan,Dushanbe,1222107
Uliastay,Mongolia,Dzabkhan,1515007
Dzaoudzi,Mayotte,Dzaoudzi,921900
Târgovişte,Romania,Dâmbovița,665024
Moreni,Romania,Dâmbovița,672862
Găeşti,Romania,Dâmbovița,677742
Dili,Timor Leste,Díli,1645457
Düzce,Turkey,Düzce,747764
Akçakoca,Turkey,Düzce,752584
Garoua Boulaï,Cameroon,East,2231319
Bertoua,Cameroon,East,2234359
Bélabo,Cameroon,East,2234536
Batouri,Cameroon,East,2234663
Tabriz,Iran,East Azerbaijan,113646
Marand,Iran,East Azerbaijan,124862
Bonāb,Iran,East Azerbaijan,140889
Hashtrūd,Iran,East Azerbaijan,142554
Ajab Shīr,Iran,East Azerbaijan,144443
Ahar,Iran,East Azerbaijan,144616
New Amsterdam,Guyana,East Berbice-Corentyne,3376762
Saynshand,Mongolia,East Gobi Aymag,2032081
Wongsorejo,Indonesia,East Java,1621439
Tulungagung,Indonesia,East Java,1623080
Tulangan Utara,Indonesia,East Java,1623096
Tuban,Indonesia,East Java,1623180
Trenggalek,Indonesia,East Java,1623251
Tanggulangin,Indonesia,East Java,1625067
Surabaya,Indonesia,East Java,1625822
Sumenep,Indonesia,East Java,1626099
Sumberpucung,Indonesia,East Java,1626134
Srono,Indonesia,East Java,1626486
Soko,Indonesia,East Java,1626673
Situbondo,Indonesia,East Java,1626801
Singosari,Indonesia,East Java,1626899
Singojuruh,Indonesia,East Java,1626903
Sidoarjo,Indonesia,East Java,1627253
Sampang,Indonesia,East Java,1628899
Probolinggo,Indonesia,East Java,1630634
Prigen,Indonesia,East Java,1630649
Ponorogo,Indonesia,East Java,1630798
Pasuruan,Indonesia,East Java,1632033
Pare,Indonesia,East Java,1632358
Panji,Indonesia,East Java,1632566
Pandaan,Indonesia,East Java,1632859
Panarukan,Indonesia,East Java,1632903
Pamekasan,Indonesia,East Java,1632978
Pakisaji,Indonesia,East Java,1633182
Paciran,Indonesia,East Java,1633442
Ngunut,Indonesia,East Java,1633986
Ngoro,Indonesia,East Java,1634010
Ngawi,Indonesia,East Java,1634098
Nganjuk,Indonesia,East Java,1634131
Muncar,Indonesia,East Java,1634718
Mojokerto,Indonesia,East Java,1635111
Mojoagung,Indonesia,East Java,1635116
Malang,Indonesia,East Java,1636722
Madiun,Indonesia,East Java,1636930
Lumajang,Indonesia,East Java,1637090
Lawang,Indonesia,East Java,1638284
Lamongan,Indonesia,East Java,1638562
Krian,Indonesia,East Java,1639356
Kraksaan,Indonesia,East Java,1639431
Kertosono,Indonesia,East Java,1640185
Kepanjen,Indonesia,East Java,1640296
Kencong,Indonesia,East Java,1640354
Kedungwaru,Indonesia,East Java,1640585
Kediri,Indonesia,East Java,1640660
Kebomas,Indonesia,East Java,1640765
Kamal,Indonesia,East Java,1641792
Kalianget,Indonesia,East Java,1641977
Jombang,Indonesia,East Java,1642414
Jember,Indonesia,East Java,1642588
Gresik,Indonesia,East Java,1643776
Gongdanglegi Kulon,Indonesia,East Java,1643898
Genteng,Indonesia,East Java,1644178
Gedangan,Indonesia,East Java,1644349
Gampengrejo,Indonesia,East Java,1644522
Gambiran Satu,Indonesia,East Java,1644557
Driyorejo,Indonesia,East Java,1645220
Diwek,Indonesia,East Java,1645428
Dampit,Indonesia,East Java,1645749
Buduran,Indonesia,East Java,1647936
Boyolangu,Indonesia,East Java,1648082
Bondowoso,Indonesia,East Java,1648266
Bojonegoro,Indonesia,East Java,1648451
Blitar,Indonesia,East Java,1648580
Besuki,Indonesia,East Java,1648918
Batu,Indonesia,East Java,1649824
Banyuwangi,Indonesia,East Java,1650077
Bangkalan,Indonesia,East Java,1650298
Bangil,Indonesia,East Java,1650319
Balung,Indonesia,East Java,1650460
Babat,Indonesia,East Java,1650888
Samarinda,Indonesia,East Kalimantan,1629001
Loa Janan,Indonesia,East Kalimantan,1637510
Bontang,Indonesia,East Kalimantan,1648186
Balikpapan,Indonesia,East Kalimantan,1650527
Altay,Kazakhstan,East Kazakhstan,1516438
Zaysan,Kazakhstan,East Kazakhstan,1517060
Shemonaikha,Kazakhstan,East Kazakhstan,1519226
Ust-Kamenogorsk,Kazakhstan,East Kazakhstan,1520316
Ridder,Kazakhstan,East Kazakhstan,1521370
Xánthi,Greece,East Macedonia and Thrace,733840
Orestiáda,Greece,East Macedonia and Thrace,734880
Komotiní,Greece,East Macedonia and Thrace,735640
Kavála,Greece,East Macedonia and Thrace,735861
Dráma,Greece,East Macedonia and Thrace,736364
Alexandroupoli,Greece,East Macedonia and Thrace,736928
Kokopo,Papua New Guinea,East New Britain,2093685
Waingapu,Indonesia,East Nusa Tenggara,1622318
Soe,Indonesia,East Nusa Tenggara,1626703
Ruteng,Indonesia,East Nusa Tenggara,1629380
Maumere,Indonesia,East Nusa Tenggara,1635815
Labuan Bajo,Indonesia,East Nusa Tenggara,1638868
Kefamenanu,Indonesia,East Nusa Tenggara,1640576
Ende,Indonesia,East Nusa Tenggara,1644932
Atambua,Indonesia,East Nusa Tenggara,1651103
Kupang,Indonesia,East Nusa Tenggara,2057087
Tambolaka,Indonesia,East Nusa Tenggara,7336548
Wewak,Papua New Guinea,East Sepik,2083537
Suhum,Ghana,Eastern,2295065
Akim Oda,Ghana,Eastern,2296564
Nsawam,Ghana,Eastern,2297141
Koforidua,Ghana,Eastern,2299522
Begoro,Ghana,Eastern,2303236
Asamankese,Ghana,Eastern,2304220
Akwatia,Ghana,Eastern,2304931
Aburi,Ghana,Eastern,2306119
Petauke,Zambia,Eastern,899825
Chipata,Zambia,Eastern,918702
Mthatha,South Africa,Eastern Cape,946058
Uitenhage,South Africa,Eastern Cape,946877
Stutterheim,South Africa,Eastern Cape,951650
Somerset East,South Africa,Eastern Cape,954161
Queenstown,South Africa,Eastern Cape,963516
Queensdale,South Africa,Eastern Cape,963525
Port Elizabeth,South Africa,Eastern Cape,964420
Port Alfred,South Africa,Eastern Cape,964432
Middelburg,South Africa,Eastern Cape,976358
Lady Frere,South Africa,Eastern Cape,985011
Kruisfontein,South Africa,Eastern Cape,986717
Grahamstown,South Africa,Eastern Cape,1000501
Graaff-Reinet,South Africa,Eastern Cape,1000543
Fort Beaufort,South Africa,Eastern Cape,1003953
East London,South Africa,Eastern Cape,1006984
Cradock,South Africa,Eastern Cape,1012600
Butterworth,South Africa,Eastern Cape,1014489
Bhisho,South Africa,Eastern Cape,1019330
Aliwal North,South Africa,Eastern Cape,1023309
El Daein,Sudan,Eastern Darfur,380148
Pago Pago,American Samoa,Eastern District,5881576
Torit,South Sudan,Eastern Equatoria,365742
Pajok,South Sudan,Eastern Equatoria,375495
Goroka,Papua New Guinea,Eastern Highlands,2096742
Vakarai,Sri Lanka,Eastern Province,1225187
Trincomalee,Sri Lanka,Eastern Province,1226260
Kalmunai,Sri Lanka,Eastern Province,1242110
Eravur Town,Sri Lanka,Eastern Province,1246924
Batticaloa,Sri Lanka,Eastern Province,1250161
Ampara,Sri Lanka,Eastern Province,1251459
Rwamagana,Rwanda,Eastern Province,201463
Kibungo,Rwanda,Eastern Province,202068
Tārūt,Saudi Arabia,Eastern Province,101554
Sayhāt,Saudi Arabia,Eastern Province,102318
Şafwá,Saudi Arabia,Eastern Province,102585
Raḩīmah,Saudi Arabia,Eastern Province,102985
Hafar Al-Batin,Saudi Arabia,Eastern Province,106297
Abqaiq,Saudi Arabia,Eastern Province,107312
Dhahran,Saudi Arabia,Eastern Province,107797
Aţ Ţaraf,Saudi Arabia,Eastern Province,107959
Qaisumah,Saudi Arabia,Eastern Province,108918
Al Qaţīf,Saudi Arabia,Eastern Province,108927
Al Munayzilah,Saudi Arabia,Eastern Province,109059
Al Mubarraz,Saudi Arabia,Eastern Province,109101
Khobar,Saudi Arabia,Eastern Province,109323
Al Khafjī,Saudi Arabia,Eastern Province,109380
Al Jubayl,Saudi Arabia,Eastern Province,109435
Al Hufūf,Saudi Arabia,Eastern Province,109571
Al Baţţālīyah,Saudi Arabia,Eastern Province,109915
Dammam,Saudi Arabia,Eastern Province,110336
Segbwema,Sierra Leone,Eastern Province,2404041
Koidu,Sierra Leone,Eastern Province,2407656
Kenema,Sierra Leone,Eastern Province,2407790
Tororo,Uganda,Eastern Region,226110
Soroti,Uganda,Eastern Region,226234
Pallisa,Uganda,Eastern Region,226823
Mbale,Uganda,Eastern Region,229278
Jinja,Uganda,Eastern Region,233114
Iganga,Uganda,Eastern Region,233275
Buwenge,Uganda,Eastern Region,233886
Busia,Uganda,Eastern Region,234077
Busembatia,Uganda,Eastern Region,234092
Bugiri,Uganda,Eastern Region,234565
Tanauan,Philippines,Eastern Visayas,1683342
Tacloban,Philippines,Eastern Visayas,1684712
Panalanoy,Philippines,Eastern Visayas,1695743
Palo,Philippines,Eastern Visayas,1696041
Ormoc,Philippines,Eastern Visayas,1697018
Maasin,Philippines,Eastern Visayas,1704758
Laoang,Philippines,Eastern Visayas,1707398
Catbalogan,Philippines,Eastern Visayas,1717911
Catarman,Philippines,Eastern Visayas,1717926
Carigara,Philippines,Eastern Visayas,1718393
Calbayog City,Philippines,Eastern Visayas,1720402
Borongan,Philippines,Eastern Visayas,1723893
Baybay,Philippines,Eastern Visayas,1725799
Abuyog,Philippines,Eastern Visayas,1732312
Isieke,Nigeria,Ebonyi,2337148
Ezza-Ohu,Nigeria,Ebonyi,2342883
Effium,Nigeria,Ebonyi,2343985
Afikpo,Nigeria,Ebonyi,2352250
Abakaliki,Nigeria,Ebonyi,2353099
Uzunköprü,Turkey,Edirne,738251
Keşan,Turkey,Edirne,743439
Edirne,Turkey,Edirne,747712
Uromi,Nigeria,Edo,2319668
Ubiaja,Nigeria,Edo,2321031
Ekpoma,Nigeria,Edo,2343641
Benin City,Nigeria,Edo,2347283
Auchi,Nigeria,Edo,2348892
Niihama,Japan,Ehime,1855425
Iyo,Japan,Ehime,1926006
Uwajima,Japan,Ehime,1926020
Saijō,Japan,Ehime,1926054
Ōzu,Japan,Ehime,1926055
Matsuyama,Japan,Ehime,1926099
Masaki-chō,Japan,Ehime,1926101
Kawanoechō,Japan,Ehime,1926116
Hōjō,Japan,Ehime,1926142
Yawatahama,Japan,Ehime,7303003
Oke Ila,Nigeria,Ekiti,2327233
Ise-Ekiti,Nigeria,Ekiti,2337207
Ipoti,Nigeria,Ekiti,2337352
Ikere-Ekiti,Nigeria,Ekiti,2338287
Ijero-Ekiti,Nigeria,Ekiti,2338385
Igede-Ekiti,Nigeria,Ekiti,2338630
Igbara-Odo,Nigeria,Ekiti,2338810
Emure-Ekiti,Nigeria,Ekiti,2343299
Efon-Alaaye,Nigeria,Ekiti,2343983
Aramoko-Ekiti,Nigeria,Ekiti,2349529
Ado-Ekiti,Nigeria,Ekiti,2352379
El Bayadh,Algeria,El Bayadh,2498543
El Abiodh Sidi Cheikh,Algeria,El Bayadh,2498775
Brezina,Algeria,El Bayadh,2502034
El Meniaa,Algeria,El Menia,2498305
Sidi Amrane,Algeria,El Mghair,2481058
El Meghaier,Algeria,El Mghair,2497655
Djamaa,Algeria,El Mghair,2500282
Santa Rosa,Ecuador,El Oro,3651356
Piñas,Ecuador,El Oro,3653130
Pasaje,Ecuador,El Oro,3653403
Machala,Ecuador,El Oro,3654533
Huaquillas,Ecuador,El Oro,3655720
Robbah,Algeria,El Oued,2483000
Reguiba,Algeria,El Oued,2483746
El Oued,Algeria,El Oued,2497411
Debila,Algeria,El Oued,2500737
El Paraíso,Honduras,El Paraíso Department,3610965
Danlí,Honduras,El Paraíso Department,3612907
Sanarate,Guatemala,El Progreso,3590406
Guastatoya,Guatemala,El Progreso,3596421
Santa Cruz de El Seibo,Dominican Republic,El Seíbo,3492984
El Tarf,Algeria,El Tarf,2497323
El Kala,Algeria,El Tarf,2497988
Drean,Algeria,El Tarf,2499055
Besbes,Algeria,El Tarf,2504072
Ben Mehidi,Algeria,El Tarf,2504486
Kovancılar,Turkey,Elazığ,306207
Karakoçan,Turkey,Elazığ,309663
Elazığ,Turkey,Elazığ,315808
Baskil,Turkey,Elazığ,321929
Elbasan,Albania,Elbasan County,783263
Iten,Kenya,Elegeyo-Marakwet,196185
Embu,Kenya,Embu,198476
Zola Predosa,Italy,Emilia-Romagna,3163853
Vignola,Italy,Emilia-Romagna,3164342
Scandiano,Italy,Emilia-Romagna,3166989
Sassuolo,Italy,Emilia-Romagna,3167053
San Lazzaro,Italy,Emilia-Romagna,3168175
San Giovanni in Persiceto,Italy,Emilia-Romagna,3168239
Salsomaggiore Terme,Italy,Emilia-Romagna,3168627
Rimini,Italy,Emilia-Romagna,3169361
Riccione,Italy,Emilia-Romagna,3169424
Reggio nellEmilia,Italy,Emilia-Romagna,3169522
Ravenna,Italy,Emilia-Romagna,3169561
Piacenza,Italy,Emilia-Romagna,3171058
Parma,Italy,Emilia-Romagna,3171457
Modena,Italy,Emilia-Romagna,3173331
Mirandola,Italy,Emilia-Romagna,3173370
Lugo,Italy,Emilia-Romagna,3174494
Imola,Italy,Emilia-Romagna,3175537
Formigine,Italy,Emilia-Romagna,3176733
Forlì,Italy,Emilia-Romagna,3176746
Fiorano,Italy,Emilia-Romagna,3176970
Fidenza,Italy,Emilia-Romagna,3177029
Ferrara,Italy,Emilia-Romagna,3177090
Faenza,Italy,Emilia-Romagna,3177300
Correggio,Italy,Emilia-Romagna,3178019
Cesenatico,Italy,Emilia-Romagna,3178956
Cesena,Italy,Emilia-Romagna,3178957
Cervia,Italy,Emilia-Romagna,3178998
Cento,Italy,Emilia-Romagna,3179162
Cattolica,Italy,Emilia-Romagna,3179347
Castel Maggiore,Italy,Emilia-Romagna,3179560
Castelfranco Emilia,Italy,Emilia-Romagna,3179686
Casalecchio di Reno,Italy,Emilia-Romagna,3180224
Carpi Centro,Italy,Emilia-Romagna,3180445
Bologna,Italy,Emilia-Romagna,3181928
Bellaria-Igea Marina,Italy,Emilia-Romagna,8224092
York,United Kingdom,England,2633352
Yeovil,United Kingdom,England,2633373
Yeadon,United Kingdom,England,2633397
Yate,United Kingdom,England,2633406
Yarm,United Kingdom,England,2633415
Worthing,United Kingdom,England,2633521
Worksop,United Kingdom,England,2633551
Workington,United Kingdom,England,2633553
Worcester Park,United Kingdom,England,2633561
Worcester,United Kingdom,England,2633563
Wood Green,United Kingdom,England,2633653
Woodford Green,United Kingdom,England,2633655
Wombwell,United Kingdom,England,2633681
Wolverhampton,United Kingdom,England,2633691
Wokingham,United Kingdom,England,2633708
Woking,United Kingdom,England,2633709
Witney,United Kingdom,England,2633729
Witham,United Kingdom,England,2633749
Wisbech,United Kingdom,England,2633771
Winsford,United Kingdom,England,2633810
Windsor,United Kingdom,England,2633842
Winchester,United Kingdom,England,2633858
Wimbledon,United Kingdom,England,2633866
Wilmslow,United Kingdom,England,2633883
Willesden,United Kingdom,England,2633907
Willenhall,United Kingdom,England,2633912
Wigston Magna,United Kingdom,England,2633936
Wigan,United Kingdom,England,2633948
Widnes,United Kingdom,England,2633954
Wickford,United Kingdom,England,2633976
Whitstable,United Kingdom,England,2634021
Whitley Bay,United Kingdom,England,2634032
Whitehaven,United Kingdom,England,2634096
Whitefield,United Kingdom,England,2634103
Whickham,United Kingdom,England,2634155
Weymouth,United Kingdom,England,2634202
Weybridge,United Kingdom,England,2634204
Weston-super-Mare,United Kingdom,England,2634308
West Molesey,United Kingdom,England,2634340
City of Westminster,United Kingdom,England,2634341
Westhoughton,United Kingdom,England,2634387
West Ham,United Kingdom,England,2634403
Westbury,United Kingdom,England,2634483
West Bromwich,United Kingdom,England,2634491
West Bridgford,United Kingdom,England,2634493
Wembley,United Kingdom,England,2634549
Welwyn Garden City,United Kingdom,England,2634552
Wellington,United Kingdom,England,2634573
